Numéro notice,Titre,Auteur,Titre Périodique,Volume,Numéro,Date,DateDébut,DateFin,Collation,Editeur,Lieu,Notes,Type,Sujets
001,Le Secret. Annie Berthiaume,"QUINTY, Serge",Infomag,1,1,juillet - août 1997,1997-07-01,1997-08-31,p. 44,,,,Critique,"Berthiaume, Annie|Le Secret"
002,Par chez nous. Éric Dubeau,"QUINTY, Serge",Infomag,1,1,juillet - août 2007,2007-07-01,2007-08-31,p. 44,,,,Critique,"Par chez nous|Dubeau, Éric"
003,Terre fragile. Jean-Guy Labelle,"QUINTY, Serge",Infomag,1,1,juillet - août 1997,1997-07-01,1997-08-31,p. 44,,,,Critique,"Labelle, Jean-Guy (Chuck)|Terre fragile"
004,Le phénomène country au Canada français,"BOILEAU, Lucie",Infomag,4,5,mars - avril 2001,2001-03-01,2001-04-30,p. 18,,,,Chanson,"country|King, Carole Ann|industrie|Lalonde, Bobby|Labelle, Jean-Guy (Chuck)|identité|langue"
005,Philippe Flahaut : seul avec les autres,"BÉLANGER, Gabriel",Paroles & Musique,14,1,printemps 2007,2007-03-20,2007-06-21,p. 21,,,,Portrait,"Flahaut, Philippe|blues|chanter en français|diffusion"
006,Chuck repart avec le prix La Nuit sur l'étang,"DORNIER, Claude",Paroles & Musique,1,4,avril 1994,1994-04-01,1994-04-30,p. 10,,,,Annonce,"Labelle, Jean-Guy (Chuck)|La Nuit sur l'étang|Prix la Nuit sur l'étang"
007,Damien. Il tombe bien,"ROBITAILLE, Éric",Liaison,,125,hiver 2004,2004-12-21,2005-03-20,p. 49,,,,Portrait,"Robitaille, Damien"
008,"Trente ans de chansons, selon Lajoie, Monette et Demers","OUIMET, Jean-Michel",Liaison,,125,hiver 2004,2004-12-21,2005-03-20,p. 48,,,,Compte rendu,"Lajoie, Josée|Monette, Serge|Demers, Paul|30 ans de chansons"
009,Plus mordant que Le chien. L'album Seul avec les autres de Philippe Flahaut,"ROBITAILLE, Éric",Liaison,,123,été 2004,2004-06-21,2004-09-22,p. 45,,,,Critique,"Flahaut, Philippe|Seul avec les autres"
010,Francophone pop festival hits the high notes again,"MODRO, Heidi",The Ottawa Citizen,,,9 mai 1991,1991-05-09,1991-05-09,p. D9,,,,Texte d'information,Ontario Pop
011,La diffusion des livres et des disques au Canada français. Présents mais invisibles,"QUINTY, Serge",Infomag,1,3,novembre - décembre 1997,1997-11-01,1997-12-31,p. 26,,,,Analyse,"industrie|APCM (Association des professionnels de la chanson et de la musique)|Demers, Paul|diffusion"
012,SOS Montfort - Pour ne jamais oublier. Artistes variés,"QUINTY, Serge",Infomag,1,3,novembre - décembre 1997,1997-11-01,1997-12-31,p. 30,,,,Critique,SOS Montfort-Pour ne jamais oublier
013,Les Étrangers. Brasse-Camarade,"QUINTY, Serge",Infomag,1,3,novembre - décembre 1997,1997-11-01,1997-12-31,p. 30,,,,Critique,Les Étrangers|Brasse-Camarade|rock
014,La 30e Nuit sur l'étang à Sudbury. La Nuit reste jeune,"ROBITAILLE, Éric",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-20,p. 15,,,,Compte rendu,"La Nuit sur l'étang|DiCaire, Véronic|Afro Connexion|En Bref|Konflit Dramatik|Paquette, Stéphane (Stef)|Dault, Véronique|Tremblay-Beaulieu, Antoine"
015,L'album 18 roues de Serge Monette. Des accents folk sur la route du Nord,"ROBITAILLE, Éric",Liaison,,118,printemps 2003 ,2003-03-20,2003-06-21,p. 56,,,,Critique,"Monette, Serge|18 roues|folk"
016,Kif-Kif. Tout l'univers,"RIOUX, Jacques",Chansons,19,1,,,,p. 24,,,,Critique,Kif-Kif|pop|Tout l'univers
017,La chanson dans la francophonie canadienne. Ontario. Chronique d'une survie annoncée,"DENIS, Dominique",Chansons,19,3-4,,,,p. 39,,,,Analyse,"historique|industrie|Paquette, Robert|Garolou|CANO-musique|Demers, Paul|Poliquin, Donald|Brasse-Camarade|Kif-Kif|diffusion|identité|langue|identité|Cris et Blues"
018,Afro-mélo assez jojo,"CÔTÉ, Christian",Le Droit,,,12 juillet 2003,2003-07-12,2003-07-12,p. A14,,,,Critique,Konflit Dramatik|Univers dissimulé|rock
019,Le Gala de la chanson et de la musique franco-ontariennes célèbre l'excellence de nos artistes et artisans,"CÔTÉ, Manon",Liaison,,119,été 2003,2003-06-21,2003-09-22,p. 47,,,,Annonce,"Gala de la chanson et de la musique franco-ontariennes|DiCaire, Véronic|Lamoureux, Pierre|APCM (Association des professionnels de la chanson et de la musique)"
020,"Marcel Aymar, vive Marcel !","ROBITAILLE, Éric",Liaison,,119,été 2003,2003-06-21,2003-09-22,p. 49,,,,Critique,"Aymar, Marcel|Aymar"
021,"Swigne la bacaisse ! La vie comme ça, deuxième album du groupe Swing","TREMBLAY, Pierre-Mathieu",Liaison,,119,été 2003,2003-06-21,2003-09-22,p. 51,,,,Critique,"Swing|La vie comme ça|Bénac, Michel|Goulet, Jean-Philippe|pop|techno-trad"
022,Feel Happy pour une carrière qui prend de l'expansion,"PICHETTE, Marie-Hélène",Liaison,,hors série,automne 2002,2003-09-23,2003-12-20,p. 63,,,,Critique,"DiCaire, Véronic|Véronic DiCaire (éponyme)"
023,"Philippe Flahaut, c'est l'histoire d'un gars qui...","VALLÉE, Danièle",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-20,p. 50,,,,Critique,"Flahaut, Philippe"
024,SAIJ chante Noël : du neuf sous le soleil à son zénith,"TREMBLAY, Pierre-Mathieu",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-20,p. 48-49,,,,Critique,"SAIJ|Noël au 12e degré|Bénac, Michel|Servant, Patrice|Massie, Pierre|Milne, Kieran|Emond, Peter"
025,Antoine Tremblay-Beaulieu : Au bord des rapides de la vie...,"ROBITAILLE, Éric",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-20,p. 46,,,,Portrait,"Tremblay-Beaulieu, Antoine|Que la fête débute"
026,L'Afro Connexion : Boxer avec les mots,"ROBITAILLE, Éric",Liaison,,116,automne 2002,2003-09-23,2003-12-20,p. 43,,,,Portrait,"Afro Connexion|rap|Le son de l'Afro|ZPN (Muipatavi, David)"
027,"Maurice Lamothe, La chanson populaire ontaroise, 1970-1990.","PARÉ, François",Recherches sociographiques,36,3,1995,1995-01-01,1995-12-31,p. 625-628,,,,Compte rendu,"Lamothe, Maurice|La chanson populaire ontaroisede 1970 à 1990 : ses produits, sa pratique|CANO-musique|Paquette, Robert|Demers, Paul"
028,"Nice guy, noble sentiments... ho hum","RODRIGUEZ, Juan",The Gazette,,,12 octobre 2006,2006-10-12,2006-10-12,p. D3,,,,Critique,"Robitaille, Damien|L'homme qui me ressemble"
029,"On death, utopian socialism and CANO's haunting echoes. After Andre Paiement's death, CANO has found new life in music","JOHNSON, B. Derek",The Globe and Mail,,,11 octobre 1978,1978-10-11,1978-10-11,p. F3,,,,Portrait,"Paiement, André|CANO-musique|Éclipse"
030,La Nuit sur l'Etang brings diverse musicians to Sudbury,,Sudbury Star,,,18 octobre 2002,2002-10-18,2002-10-18,p. B1,,,,Annonce,"La Nuit sur l'étang|DiCaire, Véronic|En Bref|Afro Connexion|Paquette, Stéphane (Stef)"
031,"Annual francophone festival encompasses folk, country, pop and jazz music","BEAM, Liane",Sudbury Star,,,29 septembre 2000,2000-09-29,2000-09-29,p. B1,,,,Annonce,La Nuit sur l'étang|Swing|programation
032,Une programmation familiale au menu du Franco,,Le Droit,,,24 mai 2007,2007-05-24,2007-05-24,p. 32,,,,Annonce,"Festival Franco-ontarien|DiCaire, Véronic|ZPN (Muipatavi, David)|Foster, Tricia|Louis et le Voyageur|Mighty Popo|Lefebvre, Amélie|Steffi D"
033,Le festival Franco est lancé!,"MONGRAIN, Marc-André",Le Droit,,,16 juin 2007,2007-06-16,2007-06-16,p. 2,,,,Compte rendu,"Festival Franco-ontarien|Robitaille, Damien|ZPN (Muipatavi, David)"
034,Damien Robitaille,"LESSARD, Valérie",Le Droit,,,21 octobre 2006,2006-10-21,2006-10-21,p. A10,,,,Critique,"Robitaille, Damien|L'homme qui me ressemble"
035,"Sympa, sympa, sympathique!","VIGNEAULT, Alexandre",La Presse,,,21 octobre 2006,2006-10-21,2006-10-21,p. Arts Spectacles 12,,,,Critique,"Robitaille, Damien|L'homme qui me ressemble"
036,Damien Robitaile. L'homme qui me ressemble,"PARAZELLI, Eric",Voir,20,43,26 octobre 2006,2006-10-26,2006-10-26,p. 16,,,,Critique,"Robitaille, Damien|L'homme qui me ressemble"
037,9es Francouvertes. Le damier pour Damien,"CORMIER, Sylvain",Le Devoir,,,23 avril 2005,2005-04-23,2005-04-23,p. c9,,,,Critique,"Robitaille, Damien"
038,Véronic DiCaire plante ses racines,"LESSARD, Valérie",Le Droit,,,16 avril 2005,2005-04-16,2005-04-16,p. A4,,,,Entrevue,"DiCaire, Véronic|Sans détour|country|country-folk"
039,Véronic DiCaire ose le country,"LESAGE, Valérie",Le Soleil,,,25 février 2006,2006-02-25,2006-02-25,p. C11,,,,Entrevue,"DiCaire, Véronic|Sans détour|country"
040,Un virage country-folk pour Véronic DiCaire,"LESSARD, Valérie",Le Droit,,,16 avril 2005,2005-04-16,2005-04-16,p. A14,,,,Critique,"DiCaire, Véronic|Sans détour|country-folk|chanson en anglais"
041,Véronic DiCaire ne prend pas de détour,"TREMBLAY, Régis",Le Soleil,,,30 avril 2005,2005-04-30,2005-04-30,p. C9,,,,Portrait,"DiCaire, Véronic|Sans détour|pop|folk"
042,L'éponyme de Véronic Dicaire,"JOANISSE, Marc-André",Le Droit,,,13 avril 2002,2002-04-13,2002-04-13,p. A2,,,,Entrevue,"DiCaire, Véronic|Véronic DiCaire (éponyme)|vidéoclip"
043,L'horizon de Véronic Dicaire,"RENAUD, Philippe",La Presse,,,20 avril 2002,2002-04-20,2002-04-20,p. D10,,,,Entrevue,"DiCaire, Véronic|Véronic DiCaire (éponyme)"
044,"Nulle en biologie, Véronic DiCaire a découvert sa vraie voie à 17 ans","SAMSON, Jacques",Le Soleil,,,27 avril 2002 ,2002-04-27,2002-04-27,p. C8,,,,Portrait,"DiCaire, Véronic"
045,Véronic DiCaire. Le petit cheval,"COUTURIER, Fabienne",La Presse,,,29 novembre 2003,2003-11-29,2003-11-29,p. Arts Spectacles 8,,,,Portrait,"DiCaire, Véronic"
046,Tout simplement... Véronic DiCaire,"RENAUD, Philippe",La Presse,,,23 novembre 2002,2002-11-23,2002-11-23,p. D16,,,,Compte rendu,"DiCaire, Véronic|folk-rock"
047,Party de famille,,Le Droit,,,8 avril 2003 ,2003-04-08,2003-04-08,p. 29,,,,Compte rendu,"DiCaire, Véronic|folk-rock|voix"
048,Un album et un contrat pour Véronic Dicaire,"BARRIÈRE, Caroline",Le Droit,,,12 juillet 2001,2001-07-12,2001-07-12,p. 34,,,,Texte d'information,"DiCaire, Véronic"
049,Des «Fous du Rock'n'Rol» à «Grease»l,"BARRIÈRE, Caroline",Le Droit,,,20 août 1998,1998-08-20,1998-08-20,p. 29,,,,Texte d'information,"DiCaire, Véronic"
050,Entre Chicago et Ontario Pop,"TURCOT, Geneviève",Le Droit,,,14 juin 2003,2003-06-14,2003-06-14,p. A10,,,,Texte d'information,"DiCaire, Véronic"
051,Ontario Pop couronne ses étoiles montantes,"TURCOT, Geneviève",Le Droit,,,12 juin 2003,2003-06-12,2003-06-12,p. 47,,,,Annonce,"Ontario Pop|Lalonde, Isabelle|Vollebekk, Leif|Ouimet, Mélissa"
052,"""Cet album, c'est moi à 100%""",,La Presse,,,6 février 2003,2003-02-06,2003-02-06,p. C7,,,,Entrevue,"DiCaire, Véronic|Véronic DiCaire (éponyme)"
053,Darryn Grandbois. Les Biens,"MONGRAIN, Marc-André",Voir,20,21,25 mai 2006,2006-05-25,2006-05-25,p. 16,,,,Critique,"Grandbois, Darryn|Les Biens|chanson en anglais|folk-rock"
054,Le planteur de notes,"BERGERAS, Yves",Le Droit,,,9 avril 2005,2005-04-09,2005-04-09,p. A11,,,,Portrait,"Grandbois, Darryn|Les Biens|chanson en anglais"
055,Darryn Grandbois. Les Biens,"BERGERAS, Yves",Le Droit,,,9 avril 2005,2005-04-09,2005-04-09,p. A15,,,,Critique,"Grandbois, Darryn|Les Biens|folk-rock|chanson en anglais"
056,Quand la chanson franco-ontarienne ne passe pas que par Montréal,"PILON, France",Le Droit,,,5 juillet 2006,2006-07-05,2006-07-05,p. 24,,,,Entrevue,"Ouimet, Jean-Michel|APCM (Association des professionnels de la chanson et de la musique)|diffusion|distribution|radio communautaire"
057,Des talents sur le point d'éclore,"PILON, France",Le Droit,,,25 septembre 2004,2004-09-25,2004-09-25,p. A14,,,,Texte d'information,"APCM (Association des professionnels de la chanson et de la musique)|Lalonde, Jean-Marc|relève|Célébrons la musique franco-ontarienne|promotion"
058,"Paul Demers, 30 ans debout","PILON, France",Le Droit,,,18 juin 2005,2005-06-18,2005-06-18,p. A4,,,,Portrait,"Demers, Paul|30 ans de chansons|identité"
059,Un mandat clair 6,"BERGERAS, Yves",Le Droit,,,19 mars 2005,2005-03-19,2005-03-19,p. A2,,,,Annonce,APCM (Association des professionnels de la chanson et de la musique)|Gala de la chanson et de la musique franco-ontariennes
060,Tricia Foster prend bien son temps,"PILON, France",Le Droit,,,19 mai 2005,2005-05-19,2005-05-19,p. 38,,,,Entrevue,"Foster, Tricia|Tricia 412|chanteur engagé"
061,Tricia Foster : des idées engagées qui mène au Gala des prix Trille Or,"PILON, France",Le Droit,,,22 mars 2005,2005-03-22,2005-03-22,p. 29,,,,Portrait,"Tricia 412|Foster, Tricia|chanteur engagé"
062,Marcel Aymar se fait plaisir,"LESSARD, Valérie",Le Droit,,,18 mars 2003,2003-03-18,2003-03-18,p. 31,,,,Entrevue,"Aymar|Aymar, Marcel|pop|folk|chanson en anglais|identité|lancement"
063,Brasse-Camarade. Fonce!,"GRONDIN, Denis",Chansons,18,1,février - mars 1995,1995-02-01,1995-03-31,p. 23,,,,Critique,"Brasse-Camarade|Fonce!|rock|Lamoureux, Pierre|Lamoureux, François|Rideout, Tim"
064,Ontario Pop,"MICHAUD, Bernard",Clik,,30,été 1992,1992-06-21,1992-09-21,p. 20,,,,Critique,"Ontario Pop|Karkour, Carine|D'Amour, Thalie"
065,Paul Demers,"PELLETIER, Nathalie",Clik,,30,été 1992,1992-06-21,1992-09-21,p. 12,,,,Compte rendu,"Albert, Pierre|Paul Demers (biographie)"
066,Disques,"GIRARD, Mario",Clik,1,2,mai - juillet 1987,1987-05-01,1987-07-31,p. 25,,,,Critique,"Myner, Janie (Renée, Janie)|Lanoix, Joëlle|Dans ton regard|Yata"
067,Ontario Pop... Chante tes couleurs,"MONTREUIL, Marie-France",Clik,4,18,juin - août 1990,1990-06-01,1990-08-31,p. 6-7,,,,Annonce,"Ontario Pop|Cyr, Daniel"
068,La nuit des grenouilles,"GUIMOND, Gerry",Clik,,29,avril - mai 1992,1992-04-01,1992-05-31,p. 6-7,,,,Compte rendu,"La Nuit sur l'étang|Liberos|Brasse-Camarade|Lamoureux, François|Karkour, Carine|Rodéo Drive|Gibson, Gary|Labelle, Jean-Guy (Chuck)|Lanthier, André|DiCaire, Nathalie|Gauvreau, Josée|Lajoie, Josée"
069,Les Baquets. La trinité musicale de Fauquier,"DUBÉ, Marco",Clik,,31,octobre 1992,1992-10-01,1992-10-31,p. 12,,,,Portrait,"Les Baquets|Albert, Pierre|Laberge, Stéphane|Poisson, Robert"
070,Écrire une chanson,"COUSINEAU, Renald",Clik,4,18,juin - août 1990,1990-06-01,1990-08-31,p. 11,,,,Texte d'information,"Demers, Paul|processus d'écriture|inspiration"
071,Une petite histoire du Grand CANO,"BARRIÈRE, Caroline",Le Droit,,,2 novembre 1996,1996-11-02,1996-11-02,p. A18,,,,Compte rendu,"CANO-musique|Tremblay, Gaston|Prendre la parole"
072,Musician played in group CANO,,The Globe and Mail,,,17 novembre 1981,1981-11-17,1981-11-17,p. P15,,,,Annonce,"Kohut, Wasyl|CANO-musique"
073,L'attente aura valu le coup pour Iceberg,"MONGRAIN, Marc-André",Le Droit,,,21 mars 2007,2007-03-21,2007-03-21,p. 45,,,,Entrevue,"Iceberg|Iceberg (éponyme)|Dupuy, André|Saint-Pierre, Dominique|électro-jazz"
074,L'indicible charme de la maladresse,"BLAIS, Marie-Christine",La Presse,,,1 août 2005,2005-08-01,2005-08-01,p. Arts Spectacles 1,,,,Compte rendu,"Robitaille, Damien"
075,Jonathan Savage et Damien Robitaille au Club Soda. Frères de singularité,"CORMIER, Sylvain",Le Devoir,,,19 avril 2007,2007-04-19,2007-04-19,p. b7,,,,Compte rendu,"Robitaille, Damien"
076,Damien Robitaille. Électrisant porc-épic,"HÉBERT, Francis",Voir,21,15,12 avril 2007,2007-04-12,2007-04-12,p. 16,,,,Entrevue,"Robitaille, Damien|L'homme qui me ressemble"
077,Musique émergente. La comète Damien,"LAMARCHE, Bernard",Le Devoir,,,3 septembre 2005,2005-09-03,2005-09-03,p. e5,,,,Portrait,"Robitaille, Damien|langue"
078,Nouveau visage. Damien Robitaille,"PARAZELLI, Eric",Voir,20,36,7 septembre 2006,2006-09-07,2006-09-07,p. 16,,,,Annonce,"Robitaille, Damien|L'homme qui me ressemble"
079,Damien Robitaille. Damien Robitaille,"ROBILLARD LAVEAUX, Olivier",Voir,19,46,17 novembre 2005,2005-11-17,2005-11-17,p. 16,,,,Critique,"Robitaille, Damien|Damien Robitaille (éponyme)"
080,Damien Robitaille,"BLAIS, Marie-Christine",La Presse,,,21 février 2007,2007-02-21,2007-02-21,p. Arts Spectacles 2,,,,Annonce,"Robitaille, Damien"
081,Paiement content!,"COUILLARD, Claude",Clik,3,13,septembre 1989,1989-09-01,1989-09-30,p. 5-6 et 30,,,,Entrevue,"Paiement, Michel|inspiration|identité|chanter en français"
082,CANO leaves roots behind in pursuit of masses,"HAYES, David R.",The Globe and Mail,,,21 mars 1980,1980-03-21,1980-03-21,p. P15,,,,Portrait,"CANO-musique|Rendezvous|folk|rock|jazz|Spirit of the North|Paiement, Rachel|Doerr, John|Aymar, Marcel|Burt, Dave|Dasti, Michael|Kendel, Michel|Kohut, Wasyl|Paiement, André|chanson bilingue"
083,Iceberg et sa musique électonique,"LESSARD, Valérie",Le Droit,,,16 avril 2005,2005-04-16,2005-04-16,p. A12,,,,Portrait,"Iceberg|Iceberg (éponyme)|jazz-rock|Saint-Pierre, Dominique|Fairfield, Olivier|Dupuy, André|Guignion, Fred|Bisson, Patrick|Boivin, Daniel|électronique"
084,Un Iceberg musical au CNA,"TURCOT, Geneviève",Le Droit,,,6 février 2004,2004-02-06,2004-02-06,p. 40,,,,Portrait,"Iceberg|Saint-Pierre, Dominique|Fairfield, Olivier|Dupuy, André|Guignion, Fred|Bisson, Patrick|Boivin, Daniel|jazz"
085,Damien Robitaille au Club Soda. Maître de son être... et de son art!,"VIGNEAULT, Alexandre",La Presse,,,19 avril 2007,2007-04-19,2007-04-19,p. A25,,,,Compte rendu,"Robitaille, Damien|country|voix|humour"
086,Dans la tête de Damien Robitaille,"HOULE, Nicolas",Le Soleil,,,15 juin 2007,2007-06-15,2007-06-15,p. A5,,,,Compte rendu,"Robitaille, Damien|country|voix|humour"
087,Damien Robitaille. Dans la tête de Damien Robitaille,"THIBODEAU, David",Voir,19,42,20 octobre 2005,2005-10-20,2005-10-20,p. 16,,,,Entrevue,"Robitaille, Damien"
088,Damien Robitaille. Un brin extraterrestre,"CÔTÉ, Émilie",La Presse,,,10 novembre 2005,2005-11-10,2005-11-10,p. Arts Spectacles 2,,,,Entrevue,"Robitaille, Damien|chanter en français|écriture"
089,Le chanteur venu du Nord,,Le Droit,,,9 juin 2007,2007-06-09,2007-06-09,p. A3,,,,Entrevue,"Robitaille, Damien|chanter en français|L'homme qui me ressemble"
090,Damien Robitaille réalise son premier album,"SAVOIE, David",Le Droit,,,28 juin 2006,2006-06-28,2006-06-28,p. 37,,,,Entrevue,"Robitaille, Damien|chanter en français"
091,Damien Robitaille. Tête à Dame,"POGONAT, Catherine",Voir,21,5,1 février 2007,2007-02-01,2007-02-01,p. 16,,,,Entrevue,"Robitaille, Damien|chanter en français"
092,Le phénomène Damien Robitaille,,Le Droit,,,14 octobre 2006,2006-10-14,2006-10-14,p. A9,,,,Portrait,"Robitaille, Damien|L'homme qui me ressemble|chanter en français"
093,Damien Robitaille et Damien Robitaille ne font qu'un,"CORMIER, Sylvain",Le Devoir,,,13 octobre 2006,2006-10-13,2006-10-13,p. b5,,,,Portrait,"Robitaille, Damien|L'homme qui me ressemble|chanter en français"
094,"Damien Robitaille. Joyeux habitant, terrien sensible","BLAIS, Marie-Christine",La Presse,,,14 octobre 2006,2006-10-14,2006-10-14,p. Arts Spectacles 16,,,,Portrait,"Robitaille, Damien|L'homme qui me ressemble|chanter en français"
095,"Damien Robitaille, l'étrange bête de scènce venue du nord de l'Ontario","LESSARD, Valérie",Le Droit,,,26 octobre 2005,2005-10-26,2005-10-26,p. 47,,,,Portrait,"Robitaille, Damien|chanter en français"
096,Damien Robitaille. Fables d'espace,"BLAIS, Marie-Christine",Le Soleil,,,28 octobre 2006,2006-10-28,2006-10-28,p. A15,,,,Critique,"Robitaille, Damien|chanter en français"
097,Damien Robitaille. L'homme et son double,"PARAZELLI, Eric",Voir,20,42,19 octobre 2006,2006-10-19,2006-10-19,p. 16,,,,Annonce,"Robitaille, Damien|L'homme qui me ressemble|bilinguisme"
098,Un moineau rare,"DOUCET, Sophie",L'actualité,32,11,1 juillet 2007,2007-07-01,2007-07-01,p. 64,,,,Portrait,"Robitaille, Damien|chanter en français"
099,Véronic Dicaire flotte sur un nuage,"LESSARD, Valérie",Le Droit,,,25 octobre 2002,2002-10-25,2002-10-25,p. 39,,,,Entrevue,"DiCaire, Véronic"
100,La relève se lève,"BARRIÈRE, Caroline",Le Droit,,,13 juin 1998,1998-06-13,1998-06-13,p. A4,,,,Entrevue,"DiCaire, Véronic"
101,La relève se lève,"BARRIÈRE, Caroline",Le Droit,,,13 juin 1998,1998-06-13,1998-06-13,p. A4,,,,Entrevue,
102,Véronic DiCaire sans détour,,Le Droit,,,2 avril 2003,2003-04-02,2003-04-02,p. 48,,,,Entrevue,"DiCaire, Véronic"
103,Le goût de l'alchimiste,"LESSARD, Valérie",Le Droit,,,23 avril 2005,2005-04-23,2005-04-23,p. A2,,,,Entrevue,"DiCaire, Véronic"
104,Un saut à Paris de DiCaire pour aller chanter avec Voisine,"PILON, France",Le Droit,,,11 novembre 2004,2004-11-11,2004-11-11,p. 39,,,,Entrevue,"DiCaire, Véronic"
105,D'Embrum à Paris pour Véronic DiCaire,"JOANISSE, Marc-André",Le Droit,,,8 mars 2004,2004-03-08,2004-03-08,p. 15,,,,Entrevue,"DiCaire, Véronic"
106,Un dernier arrêt pour Véronic DiCaire... avant de repartir,"LESSARD, Valérie",Le Droit,,,18 octobre 2005,2005-10-18,2005-10-18,p. 32,,,,Entrevue,"DiCaire, Véronic"
107,Véronic DiCaire. La voix dans les voiles,"GIGUÈRE, Marie-Hélène",Le Soleil,,,26 août 2006,2006-08-26,2006-08-26,p. A13,,,,Entrevue,"DiCaire, Véronic"
108,Jean-Guy Labelle. Du Français plein le stetson,"DENIS, Dominique",Chansons,18,6,décembre 1995 - février 1996,1995-12-01,1996-02-28,p. 17,,,,Portrait,"Labelle, Jean-Guy (Chuck)|country|chanter en français"
109,Le legs de 33 Barrette,"TREMBLAY, Pierre-Mathieu",Liaison,,118,printemps 2003,2003-03-20,2003-06-20,p. 58,,,,Critique,33 Barrette|Ça fait si longtemps|voix
110,La Nuit sur l'étang : reflet de l'identité franco-ontarienne ?,"MELANÇON, Johanne",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-19,p. 56,,,,Compte rendu,"Pichette, Marie-Hélène|Musique populaire et identitié franco-ontariennes. La Nuit sur l'étang|identité"
111,Premier album du rappeur franco-ontarien Le Shah,"PICHETTE, Marie-Hélène",Liaison,,117,hiver 2002 - 2003,2002-12-21,2003-03-19,p. 47,,,,Critique,"Le Shah Loskar (Jean Chéry)|rap|Le merveilleux monde de Loskarville, Vol 1"
112,Une chanson en quête d'une place. Premier gala de la chanson et de la musique franco-ontariennes,"BARRIÈRE, Caroline",Le Droit,,,17 mars 2001,2001-03-17,2001-03-17,p. A16,,,,Texte d'information,Gala de la chanson et de la musique franco-ontariennes|prix Trille Or|APCM (Association des professionnels de la chanson et de la musique)|promotion|industrie
113,Un avenir pour la musique franco ?,"PILON, France",Le Droit,,,1 novembre 2003,2003-11-01,2003-11-01,p. A16,,,,Texte d'information,APCM (Association des professionnels de la chanson et de la musique)|industrie|avenir|diffusion|exode d'artistes
114,Ontario-Pop : pleins feux sur les finalistes,"JOANISSE, Marc-André",Le Droit,,,12 janvier 1996,1996-01-12,1996-01-12,p. 26,,,,Texte d'information,Ontario Pop
115,La Nuit sur l'etang marks 31 years in style,"PILON, Claire",Sudbury Star,,,3 octobre 2003,2003-10-03,2003-10-03,p. B9,,,,Annonce,La Nuit sur l'étang
116,L'etang : Annual celebration of francophone music has come a long way in its 31-year history,"BRADLEY, Lara",Sudbury Star,,,23 octobre 2003,2003-10-23,2003-10-23,p. B1,,,,Annonce,La Nuit sur l'étang
117,"Francophone Week celebrations alive and airing on CJBC RADIO. St. Jean Baptiste Day festivities broadcast by CJBC will feature francophone musicians and groups, mostly from outside Quebec","KIRCHHOFF, H. J.",The Globe and Mail,,,17 juin 1991,1991-06-17,1991-06-17,p. C2,,,,Texte d'information,"radio|diffusion|Demers, Paul|Radio-Canada"
118,"More music, more nights","BRADLEY, Lara",Sudbury Star,,,14 octobre 2004,2004-10-14,2004-10-14,p. B1,,,,Annonce,La Nuit sur l'étang
119,Rodéo Drive,"LAMOUREUX, Pierre",Clik,,30,été 1992,1992-06-21,1992-09-21,p. 12-13,,,,Entrevue,"Labelle, Jean-Guy (Chuck)|Gibson, Gary|Rodéo Drive|country-rock|identité|chanter en français|chanson en anglais"
120,Ontario Pop 88,"DESCHÊNES, Claude",Clik,2,7,septembre 1988,1988-09-01,1988-09-30,p. 30-31,,,,Entrevue,"Ontario Pop|McConnell, Dympna|Prévost, Corrinne|chanson engagée|femme"
121,Par quatre chemins... La carrière solo de Marcel Aymar,"OUELLETTE, Michel",Clik,2,6,juin 1988,1988-06-01,1988-06-30,p. 11-13,,,,Portrait,"Aymar, Marcel|Hors Focus|CANO-musique|distribution|poésie et musique|identité"
122,Paul pour tous et tous pour un... Paul!,,Clik,1,2,mai - juillet 1987,1987-05-01,1987-07-31,p. 17,,,,Texte d'information,"Demers, Paul|levée de fond"
123,Arts et Spectacles. La Nuit sur l'étang,"GENDRON, Martine",Clik,1,2,mai - juillet 1987,1987-05-01,1987-07-31,p. 16,,,,Compte rendu,"La Nuit sur l'étang|Scott, Micheline|Lalonde, Michel|Aymar, Marcel|Myner, Janie (Renée, Janie)|Plus-que-parfait|Roy, Joëlle|Paiement, Michel|Bastien, Richard|Les Cubes|langue|appartenance culturelle"
124,Demers en toute simplicité,"MARQUIS, Paul",Clik,1,4,novembre 1988 - janvier 1989,1988-11-01,1989-01-31,p. 12-13,,,,Entrevue,"Demers, Paul|chanter en français"
125,Janie Myner entre les examens et les spectacles,"BOILEAU, Lucie",Clik,2,5,février 1988,1988-02-01,1988-02-28,p. 28-29 et 32,,,,Entrevue,"Myner, Janie (Renée, Janie)|chanter en français"
126,La Nuit sur l'étang,"COMEAU, Luc",Clik,3,10,février 1989,1989-02-01,1989-02-28,p. 9-10,,,,Entrevue,"La Nuit sur l'étang|Poulin, Luc"
127,Maturité au palmarès,"BOISCLAIR, Gilles",Clik,4,18,juin - août 1990,1990-06-01,1990-08-31,p. 12-13,,,,Analyse,diffusion|industrie
